Assignment Completion Status (%),Avg Assignment Grade (%),Avg Submission Delay (Days),Quiz/Test Avg Grade (%),Virtual Class Attendance (%),Adherence to Deadlines (%),Final Grade (Target)
83.46233064894179,66.26745443711464,0.8067454996396464,64.13780368190572,73.04918115355348,71.47784895478084,90.0
86.7865005065929,78.98578954550734,1.5886006955708578,67.21581125249355,91.5093714774518,82.88197318917688,90.0
82.77612848248054,80.5504470911482,3.5373346583642507,80.27577101297493,82.15895872259459,73.0422634683296,90.0
87.87581374214037,67.46164947873962,1.2170048088509395,71.51452196929677,91.04677873950601,81.27550554854254,90.0
77.15157857546117,83.24286195333471,3.0055977419303366,79.17151532766214,85.14717850026636,74.31615059900159,90.0
91.14319280743231,76.99722107765669,2.4241778015495736,65.64908300997357,78.82500891906825,92.06414501783439,90.0
76.10963369582743,84.85460693466175,3.202427013816566,82.5394358066242,78.77637990370454,74.393836641246,90.0
84.99101085310012,83.75684316814096,3.085637109103047,75.1080986968975,90.4765125618257,69.67367463429972,90.0
70.42339122698968,66.68640797753535,1.990353600232413,70.34586335707635,83.693228246345,87.94375375037917,90.0
80.06399170927946,74.9772013594435,1.5211679600414316,75.22508457221909,76.40384507084241,76.59468081923913,90.0
71.56964734421413,77.94017988174234,1.3972921663326883,74.63129032253525,79.86155153199932,75.1960716201837,90.0
70.77186540867119,65.84060017700078,2.224690473347189,64.47002654880346,83.63810354939375,72.04674688380142,90.0
89.25252877699843,80.86334169300437,1.274272107541366,66.38095244730317,74.62593405239467,81.31002640532284,90.0
73.5255606670461,81.08341148769809,3.0194130639608545,68.37576412823816,89.8173039795571,82.19515352324152,90.0
70.88435704347184,69.8530623517907,1.884837001606519,71.7631126933142,88.93437597971317,89.76559577990268,90.0
73.41737932468108,68.55900536555289,1.0263931584391388,64.98281948689245,75.68341916999645,80.31900759318474,90.0
83.31238381838861,68.11778736821181,3.014097244024594,67.63184104535526,77.402084266707,92.53928823665937,90.0
90.77590524288124,71.49239991325685,2.6990418547795785,70.67031705675058,85.0477308552387,89.99963367780556,90.0
72.04627630182921,65.07039437768495,1.5496248537367778,64.25779149958143,80.02513099687141,84.56593638505709,90.0
88.5955867836083,68.9177417319886,2.2211548839895308,71.0968343320582,87.12655827792449,87.43529337842017,90.0
75.51093945798797,76.17145608387736,2.241746652690999,62.69463098454596,84.64175970589395,78.50591144654128,90.0
78.35261308154246,75.06380518761915,1.4181231160367178,61.13539457715409,86.33278758704392,82.91062126511233,90.0
73.68286537116718,70.01080732689887,3.0403781960603595,82.91332096691109,87.80691657583625,76.25700165336089,90.0
87.56052022095344,68.40712301787795,0.8097810029204773,78.71404243577607,74.49466996494519,71.90795956012164,90.0
78.4999748591203,81.89971751201831,3.2448219837093992,67.21833827673085,89.04798712736265,70.35273918347536,90.0
89.70593241423295,69.98286138132947,1.1254119891471164,72.7547026542623,75.31630094554768,71.35038694655492,90.0
76.85828794858618,74.66392795485167,0.9474849954699763,79.63183644840637,71.03326365212601,71.17711768436997,90.0
79.66131753944653,71.49047968567821,3.594470201920589,74.21225087494835,80.59581009852734,91.07949289909949,90.0
71.66494685908137,74.84880564155874,3.2024421043863436,66.03005020313206,83.40458829613138,86.71729491243869,90.0
72.34335268095151,66.66934584699895,0.9183399752167454,76.16450732815392,81.13055023339118,87.99431530857879,90.0
84.11818775621973,80.47777784434305,1.81292840826958,62.495214987756626,89.47754130367791,89.64182147036458,90.0
86.00945054648433,71.70855499775554,3.071397105459181,64.19190456609559,88.33495652190669,72.31032836146026,90.0
74.13943940378432,80.01380940573378,1.5223470205485077,70.95037571867279,71.49538570383251,68.81226466088987,90.0
79.91576285713619,76.20793407956525,2.372819003210939,73.30672168065493,79.95748613852902,69.26602157939529,90.0
85.09763671171345,70.52907932482991,2.4573048837780043,76.38688522693391,84.86593789472892,92.16961743818585,90.0
86.16511776770349,79.94253036479631,2.832792460912226,60.14407151799384,74.3126546222948,68.78829225916637,90.0
81.81200812998505,68.3760882477994,1.7431014061977645,70.7124908970135,80.83886993940202,92.50423570724514,90.0
70.72188234669935,80.17880122155043,1.0084759291943017,68.47291835895959,91.55621951236776,80.86370344070507,90.0
85.70927878225793,70.49686746119664,2.9259786568085993,63.210170667161535,72.51358582992154,90.99941774423199,90.0
70.22004998463942,71.07046021263642,2.4835385652810817,71.64850549492664,89.83357730720695,81.63561672618823,90.0
84.613517171819,77.87887848540444,1.1795802649811657,72.64591571234638,88.80991982793752,78.96905107023932,90.0
89.03811576381952,67.09277158124992,2.957495515666203,81.47994637467593,84.02534425420174,84.93826305655547,90.0
90.93091972632956,72.91079045217909,3.4557965341989236,68.6361278053221,88.00184465483846,83.65895069542877,90.0
72.31969437566704,73.20180908198206,2.607176153758585,65.8988509187048,88.73534139804939,80.30615099310597,90.0
90.11962640196695,76.39931643283975,1.2514360277933223,76.44448050866686,87.19355634076061,73.47661480445898,90.0
85.05409662709584,76.89863458955067,2.9830369804379657,61.70429893394463,79.6222195244849,70.07114559087422,90.0
88.40800688045329,68.51409615490037,2.555437422079264,61.66856919463031,87.92160349144368,81.5907259756675,90.0
69.67629291099396,70.46188107843389,2.3953914110801975,82.37731770867788,81.84480815735324,76.89339607919032,90.0
73.65825133772213,78.8959000485299,3.025347576368846,71.75344021732226,90.58069008372296,69.86491102837843,90.0
85.37139924951474,73.04999622561147,1.0606836628487615,82.32205092106798,75.4860243420419,92.4901780243406,90.0
89.62970491997916,80.20972370146487,0.7228111288383463,81.21768371386808,82.86277755655973,71.13978908079021,90.0
87.12699005237923,81.28831797141598,2.6091378214748433,69.73114290195083,78.92328860627427,90.84675081669295,90.0
86.20622526840523,83.99900513268801,1.4110013799797865,77.17840245455095,78.23452669895227,87.81760979987905,90.0
70.35093454939333,68.72919437089557,2.368803909690487,63.26476821172598,90.64023444936346,90.85341807683174,90.0
76.632799834201,73.18700185167691,3.3943920198816295,70.34482493956165,74.55264351493162,72.36731473864042,90.0
73.23923448598649,82.65665043321923,3.4564096341167705,78.81233277106791,77.41725307767724,72.7433068000754,90.0
79.557626311108,77.3115202565483,3.58486536775687,74.97492257654415,76.69089733879018,83.02898408757179,90.0
76.72055234503502,70.88519687383247,3.095311318479446,73.48938800241518,75.44447399948167,89.30591113154868,90.0
74.55693658378433,76.638378730027,0.8989684036131819,69.43956181497526,73.0935768412717,90.351791938632,90.0
72.66513035802478,73.04738267899472,2.5530213711349465,60.20845673748268,81.48914609916189,90.9659258435507,90.0
70.05423115796023,65.68230144914969,2.997689676862307,79.48132169098564,73.68962645331034,91.74549488512761,90.0
84.80550132637306,70.8684158109486,2.1017617271061377,68.5632564389023,86.8782489245315,76.77539349321165,90.0
75.45222643630233,65.41852905455325,1.7000253059240613,61.293380780185466,86.50827062716098,77.78737194909185,90.0
76.70301266587303,75.22315058522686,2.3570935644898277,79.13778696063855,89.06579368178271,72.45780176653247,90.0
77.79747143070556,74.28260101728023,1.3276802895825912,75.02272005076509,82.79060341891261,71.13535062209138,90.0
79.9328038082921,72.94635825785663,2.8165384357508687,73.90883610120434,77.6684618085655,82.40755221646565,90.0
78.28715853020735,73.59155616557359,2.1363067561526528,79.92831865160906,78.85005235765318,84.72310421483174,90.0
81.34757753526047,66.97500156666474,3.5653209000847115,77.71521999145577,91.8958087228484,80.60291457999205,90.0
69.83405360246152,74.28784623818274,2.4179681895969134,74.88650185743663,71.19275194642819,72.89939162177845,90.0
88.96364092952496,81.16920439535136,3.462076591477567,81.21798463495898,77.1444405988719,85.61327689382753,90.0
82.5660355296651,80.82887994822337,0.8095377916997606,82.65134636098954,73.73444775181936,87.52199599559236,90.0
91.21462991162481,67.70452008198046,3.566779787976782,75.94581359317681,76.1775884761542,87.4055844748569,90.0
84.13044399589205,80.14376870068136,1.2789897818742477,68.03984646269504,78.62523658244336,80.26752256705979,90.0
78.83295586662598,68.49960193428527,1.7176877282747665,80.95935693886159,74.90990389278036,75.88696034055884,90.0
82.66534257855295,77.11694934398663,1.9816220640234066,71.20918845433916,70.51923255517724,73.54392451109437,90.0
70.64594775605337,67.28096286207169,1.704814995995402,78.32190095955917,87.93052491957985,91.55333048784583,90.0
71.63844647805327,74.4986002242099,2.8798864658734358,64.74461710160294,71.54128925541535,91.43444473674289,90.0
72.28689415576508,75.90106348893748,1.344325727803747,61.123095350124004,79.81593705812335,68.66751292105512,90.0
71.08017599329197,68.8243018793275,2.0148799104782453,80.4193656540507,71.90553350392166,87.0223781047558,90.0
81.09916281105089,66.8087753813437,1.9859791118927215,70.66756921688375,85.87874365375738,82.20606761887925,90.0
90.08064430161782,68.37192371924286,1.953457579060835,68.76243230620483,72.6322107756252,69.52540019962314,90.0
87.71297656471758,65.7489131623728,2.3135832015073254,70.79753317634248,91.94593555034297,77.90309430446501,90.0
82.24448486942724,72.17637108776671,1.5717214015608028,80.09649854789937,73.02508644111651,85.1014427019503,90.0
70.07678443829647,84.11954423395375,3.0736066730076788,80.62680820898959,86.06198320832509,92.14423353464817,90.0
83.18651750752379,75.50749709510272,1.4343054590561868,66.53552777104412,74.49465282745308,91.66527022239353,90.0
75.90070163469782,81.6685345595497,2.2844062368405234,65.50161853667578,78.2439354265065,72.81049876849468,90.0
76.14445066112455,81.85092661942775,2.294439013211096,68.5317729474092,89.40537654170255,81.86971314751239,90.0
82.68299708865776,80.58971431089871,1.894777990872957,61.767032832195866,76.84325573289875,76.4735668553233,90.0
84.56271233950972,72.43586847170776,1.9609524992727745,72.61448045987741,85.40365440849895,86.9973868897473,90.0
76.84752318205626,65.5201772171155,2.5116992085780203,73.92670911722529,91.40885712371819,89.79589575647931,90.0
89.99521853075889,80.06098693961756,1.5078192491593119,76.48532895065713,82.18592771354552,90.72502515310184,90.0
89.85155616469952,71.0822525464716,3.6141967421082084,72.62741913065398,88.02459539920332,82.33132265014571,90.0
78.01634900471763,68.57900393393373,1.0366472409356653,67.11880517876197,74.60049703204086,75.39433861959813,90.0
89.21082744067724,79.47180713883992,2.9892544933345686,74.0442322146226,85.78331468966654,73.3915979702724,90.0
75.76230576453403,78.65019383621349,1.6017668439344583,65.94955638167481,77.65930806295309,86.1599042036166,90.0
77.10012754574755,84.6479116549156,3.2188086972478986,72.99039638931801,90.025899696673,70.08384953774602,90.0
79.85101678231156,83.85328641846368,2.0878664522131034,68.7071781563575,74.71114229654323,75.1188360076849,90.0
84.5195274981888,79.8399614276171,1.7310629592107414,70.43260186041174,89.10119276880815,93.10080794010148,90.0
82.85116956975202,68.85594319053313,2.6864580129518867,73.69839773530155,80.73765874596688,68.88216086279486,90.0
80.4347228798725,81.6155827944624,3.2018124411164326,75.39972693878735,76.5271510937217,77.15716783726359,90.0
75.62805712418168,71.44396422771848,3.5980741722684773,72.1366107650035,90.57398281004323,75.83873491413327,90.0
89.3313691128803,72.61489830623576,1.1858349830069308,64.43828382520822,84.3855797781647,72.97930237606246,90.0
81.2576016235317,65.54964426264529,3.3956294481636444,71.99094305593933,91.8240072703656,70.8510916570179,90.0
85.984704768022,68.07111868775328,2.2843647369802635,73.94525391708396,88.9428185924838,85.65320971203866,90.0
78.13353412376125,75.22056409739808,3.6052258495724763,68.58336612458503,91.21492597248023,72.04378116499161,90.0
81.24912121275257,77.48256096654313,3.179880661909639,69.41115959558223,70.23382374170012,92.05793396944789,90.0
78.24041908572995,80.40525119927702,0.8814152403096253,63.170955010518576,73.50275269697256,83.44585594124527,90.0
73.96351696634008,81.05200233415613,1.2701459056895974,72.34369674378787,71.62297261149412,85.10294693429967,90.0
91.0981405804848,69.24123058703424,3.465425823943467,68.77688957619661,84.13017355932874,92.54601553452866,90.0
88.20794704675114,83.22886159198572,2.1742991532072473,81.03024402190698,88.93508743806251,91.47086989633497,90.0
75.85717238997633,76.33087340906533,1.2298824308060528,82.55757286270796,91.61818717531177,82.74768019989276,90.0
84.94528443036543,76.97088766152729,1.1550114550911577,65.4420813496227,91.50211510104074,76.14333151205335,90.0
71.18741535743334,73.50470895530918,3.4241153738590517,72.61300335994072,87.67496263540703,73.66312836408694,90.0
82.65513690814052,74.64520982469195,0.9969787826683542,71.98611693607329,76.75332350440748,82.20658168447952,90.0
83.50875884710979,81.97102012646003,2.791419233390388,60.64386106109547,71.73415706138636,90.93435339413986,90.0
73.98945946268131,71.7086603362974,1.9967108215623557,83.05407484038304,80.34749213187524,73.92679770845041,90.0
83.13990276014422,67.072702153743,1.0983219815606426,69.50079336221175,83.07027781561499,80.45711808944084,90.0
71.02511018834808,65.18081439073951,1.4130970546765769,76.32350306227713,85.42304203926359,83.71877172944492,90.0
80.08735685972225,75.47663716210036,3.2455916009064465,71.65791751553104,91.38477100415604,91.69047212123888,90.0
83.36821359411883,83.89695565156245,1.996681485379462,81.42463057837335,70.74395637370857,79.12566879124165,90.0
74.8228706599477,80.20086682602819,2.2040208267993457,82.70243057544931,78.34499797443378,82.17924528793966,90.0
84.11173406471423,78.91445168539187,1.1460763134834808,68.73808343741464,74.95145034746191,87.95115129559832,90.0
88.1765539549861,68.38738246343439,2.057569131356207,81.02156158009626,88.46858178891837,74.01546804153392,90.0
81.63307507276365,75.2887774086484,2.863656201696613,61.5286221584987,88.24876999092874,86.1812085003251,90.0
82.87992496345892,68.11188684108845,1.4406101444313633,82.5324316006959,90.08866717828143,82.23822286679204,90.0
73.3056255671882,66.0364170630487,1.7409252666120791,60.39760444371279,84.62709672039954,68.92751761591772,90.0
82.99728458645343,80.63926280948584,3.4093052594097593,64.61231796830437,76.82450618252723,83.93856900828524,90.0
84.04350497664537,77.24896796595169,3.328802448753623,63.776419258096574,85.90533771762405,86.37672509598652,90.0
76.98682437620916,77.56971282314169,0.8834147778997239,66.00579354943595,70.28954637697404,77.19037615429296,90.0
85.58977495233381,83.539131037785,1.2991156146568386,68.49896617380529,71.11834833390984,82.27917243547168,90.0
77.21245322760582,67.62333320176029,3.5818478141514953,74.48308363964756,81.00999959997642,79.87136667179077,90.0
71.43623828759857,83.05662138109604,1.4470079118413777,60.69270873406154,74.30779111599334,76.51233506078988,90.0
88.95992371842743,65.8715215513246,2.6576149963016737,75.78966525471299,83.28782151877621,90.50011359203631,90.0
75.63352695187014,67.6766391274348,1.0615962968338808,65.24659927421737,81.59589945347892,81.29010212834228,90.0
87.48636584320415,77.7590456501165,2.3647407272694467,65.63083759302963,77.57729470941952,86.29997782819099,90.0
82.10952875333626,65.21414204392813,3.435999776319685,79.27338069335579,71.60524336864843,90.0619153658161,90.0
88.10559410097683,83.68962323892578,2.5849598799073243,82.43456138878652,83.63555356728314,89.14681171313447,90.0
74.32792473976694,68.72956028110751,0.8192162766879013,71.93741581341786,71.45995195461231,87.61182738936435,90.0
91.98453871042885,72.73396536272092,0.8497498561506909,71.68948650091315,91.74877863038814,78.52336473564023,90.0
82.96302940339565,67.95803970688702,3.5964719592393033,67.9563921706551,89.5744044202237,75.42550366442231,90.0
91.80448962880625,83.88407804988015,0.8581452295194998,78.56383112993753,77.67884655844838,70.89874269521931,90.0
88.87317612559076,73.4384685295772,3.1780001294587192,77.11424397338315,79.37554584661773,76.58308362470099,90.0
72.56890219768101,68.96710335242831,3.3273285799859913,75.88068677315354,71.23909774925463,74.00209661645897,90.0
87.49783028130527,65.44665544180366,1.6485988260138833,80.23253102509608,70.41590450562043,84.90435918921567,90.0
89.50312810974778,69.2758534713603,1.5251566402118122,69.33453428977232,73.65426089860223,92.99650479348098,90.0
84.58987638362551,80.50888135597435,3.1581231144186708,78.717043794707,83.45322094487466,73.72846841971284,90.0
73.42094793284448,65.25124248970339,3.305583805027587,75.58663541495652,83.30789958679077,86.3941793124703,90.0
76.28343695585673,65.370986871217,3.432757822536148,78.49145243377578,73.33376767029792,70.96412463559348,90.0
76.52572701089225,82.48649616975663,2.1629070570200204,69.4119711046425,87.46928805293973,75.84022014817732,90.0
82.67528985360569,68.38325037345098,1.502798674928211,73.34937636048942,82.37567520530123,73.35158451773478,90.0
77.45305044822383,73.33586946008046,1.440745161108314,63.535671945922225,81.8775694067142,70.55566806215442,90.0
90.54580857064173,72.7585608157953,2.2738985880968503,71.71055889481433,70.85036853627733,92.61270172821939,90.0
73.57995904717474,73.20194296818543,3.2908654783751947,73.2244625031373,80.36322730799031,71.49358543360152,90.0
75.06885101076018,73.59749943302225,1.2649743101633977,77.00211496946298,71.13307158903064,70.68786192496526,90.0
90.7361157188127,71.62858845736895,2.802684253877528,69.06036515365372,73.70588214158606,78.22853169386394,90.0
69.7823083249905,82.4527528295126,0.979202690702667,76.37169631307493,75.28587076656476,68.14379697753431,90.0
72.07551300105783,84.35010221903613,2.609352949099942,68.97756526695616,86.5012385965067,71.8401724654951,90.0
79.99024589759372,84.52558961337284,2.4249344626416045,78.97711156802814,76.72398999798374,91.1267683896573,90.0
73.67383588574836,79.54958671456441,2.466312765048496,80.33871033709951,77.90309431452329,92.62513151559335,90.0
91.4209917673924,71.7241148486338,0.8818519186353975,63.156544234958574,85.84977245049743,92.5694059194826,90.0
77.34060391163311,82.4616835988183,1.5912362382339627,64.76552881370456,79.08638997917554,90.7017912184386,90.0
72.12385919029755,80.02402198484995,1.2320556499154969,60.440790936521864,71.72944033346529,90.42955876412668,90.0
83.16977094083721,81.59584567835483,0.7513613008531504,83.28650891973714,73.72159246376908,69.81793528885385,90.0
88.13462380237836,84.5420084587237,3.069042639046443,65.11475911564742,84.59291740236061,71.02259806401416,90.0
87.11621165311097,72.7497853406341,1.5763913952143986,74.09251577332729,85.64071743526964,92.22920681051329,90.0
70.47455071645211,73.36110085104482,0.9883850990954354,68.21919368830652,76.91072837182384,68.72021748415223,90.0
87.09349859336547,80.96684901674267,1.2035560933059648,61.13712972338404,81.40419476551827,86.72878833072349,90.0
75.60821678990624,72.24973020764583,1.4211132712268655,79.75877502594332,75.12556477321199,86.34542658755029,90.0
76.93385217740881,84.97377868218588,3.3625500099564523,66.91989171239369,82.69177589003743,75.39578257464655,90.0
75.07690205520937,68.24585998242459,1.3583750224803557,63.66644903941076,87.818709738536,86.79817749765496,90.0
88.66428258381109,72.26072605503087,2.605444919285471,82.06012741957568,82.41849305727864,76.42312437439494,90.0
74.74687302957796,83.19980538007962,0.9819577530644208,75.39779353687022,87.35994376158772,85.65490346526445,90.0
87.56452775915349,82.65805624387556,3.0596981989285235,80.05679170996407,91.0556098836598,88.77242981377269,90.0
90.65946167538803,68.95064873319876,2.741042440134742,60.979694447523165,90.44873955862724,75.3473834033691,90.0
84.5823221599858,65.82716902454752,2.389122028026981,78.65428118481515,74.79086778348145,85.02627824487895,90.0
86.34858433580351,67.33733796947864,3.3210880358365706,78.74509844958851,79.58760458467239,71.37451528716363,90.0
74.76847832990542,66.06434658614683,2.511124341717442,63.34845055657226,76.79838185085262,78.1893941276272,90.0
86.55582448663884,82.97576941576929,1.0017905968284988,75.05514165440158,73.86179860781112,86.58425174890537,90.0
90.0451535680666,66.84567421258545,2.537040982029052,63.95733812052826,78.46222659858063,79.19659900633515,90.0
81.26823646055314,75.90165166683559,2.5947019068320367,67.3390821510522,83.69169731966771,74.00915076538595,90.0
75.84907136335129,70.15601865733247,3.2845635144961465,76.86396169226492,88.14964777369866,72.37283282052225,90.0
87.37802134817987,82.53053447517324,3.5458180449330623,65.433745248867,79.803367710989,90.10733575611553,90.0
89.29347113580954,79.20853419979699,3.455403036592421,64.32581762488134,77.72556238378321,88.24712882982595,90.0
76.3231748556885,72.25209119075117,0.7075125686838769,60.59488057076281,72.91887828306639,78.01442333941372,90.0
74.96417638707146,83.12597635543196,2.5090590909877992,65.33231970414913,72.63882165114015,87.9827284686497,90.0
91.50362285809518,77.79988662432088,3.3622924152167952,78.44733869324772,81.14765428029939,78.46396728070737,90.0
86.18957725216644,82.38766262020722,1.0441732895517704,75.39143126890758,84.02263340385156,92.49332109776722,90.0
71.72065684502483,74.78055334673502,1.0384369641926523,75.87091067850656,85.43474325402109,89.39251131549713,90.0
84.77619227710042,67.43974916707103,2.3904046010187416,76.11284979072744,71.84733746024689,79.27675344516682,90.0
82.1372448266328,68.75043147741293,3.5780255117454285,62.468686399365474,80.2262289611781,76.4282196329386,90.0
79.57021475396954,65.64339165663435,2.874975754323361,76.91054006849026,70.62245484000348,69.04890965696977,90.0
76.71149601666531,75.8343782012378,3.6165245543545925,63.76770279475019,86.37352678571675,91.55836521075432,90.0
69.87474956762419,80.61759334641391,0.9858043437397042,63.30911918153148,79.11439079222336,92.5315184845688,90.0
77.79190840126772,78.76603487729282,2.9584448719248684,73.5082330609363,90.61952273449867,80.32781480557328,90.0
88.9841009045789,83.89998807910095,2.012630536601317,80.4051894806427,90.38087179065786,91.03068110637248,90.0
86.5339544743207,84.06120504747801,2.7739697095528655,78.65899341503192,71.94932340439328,80.71681508247896,90.0
83.74757938197922,67.08992023591261,2.003458653918173,77.52100638110842,75.9338058428048,74.88334979382515,90.0
83.9477059218635,74.84357501498239,2.2839462602299627,62.368152901812394,83.12333190067699,78.06892629514316,90.0
84.15169740799077,82.5001552697088,2.208975447037255,62.868223070324596,88.06080616545576,81.14931927972214,90.0
76.35609413975648,77.7308442738883,2.774904805323332,73.65140638706804,89.73937485164694,85.0351854097929,90.0
80.39259797865193,73.6607278069246,2.685821195967166,72.124497277817,77.31405738832952,69.21921538260081,90.0
84.51703970773025,75.37928688402252,0.851355903273505,62.81246709489441,85.6962141891765,79.64204416092468,90.0
77.66770634110631,81.71535381160506,3.051790737923115,75.39878919278374,74.49375111713236,75.42732944643319,90.0
81.66151707135286,70.36565720481384,2.9518218517967503,74.43641057202515,89.56511555530324,71.73782445389568,90.0
81.99432954208926,71.58000769495669,2.721598269815116,67.44851542832396,71.46603493050291,69.91094925876517,90.0
72.99011520505444,81.81620920134229,1.6288424219487556,73.11805942674474,76.48228082520814,69.91247641677049,90.0
87.52428936362024,80.54109148168473,3.209593875735675,82.44687996137175,90.2622245529443,88.43989118352256,90.0
87.02967682086265,78.81832619161058,3.408035448223796,73.41179925400553,91.80113847370481,71.878794661604,90.0
79.13179136615044,71.39357418013635,2.370374949739877,60.997703319719086,70.3938112829637,78.68477008920934,90.0
88.05776046940436,75.12786748671961,3.1935911427894688,60.90992431955572,76.22599339539681,93.11627154923949,90.0
69.51934992662149,69.94818895654174,3.232310471408363,69.28986208205508,78.23003159090086,92.97797625658674,90.0
81.2171033549712,67.20722849907168,0.7827075262808831,71.90945417810617,74.20642354094976,71.67149427584317,90.0
85.67185512777692,68.88573744973874,1.1164599604044954,73.23197808026748,71.77316545618943,84.98350233824615,90.0
76.30770584187225,70.65841466789126,1.7266731089934215,80.17847416999702,79.41067188358298,69.61773493227999,90.0
84.00683555871537,71.4210378354307,1.308507859881558,82.48991111413122,89.91038595388795,75.28400722610084,90.0
70.1405764569443,79.27072117471334,2.3330292750413486,61.00811457304365,86.26291638130164,88.95726210373076,90.0
87.18993768835423,65.6774675721415,3.368319681004274,81.50804308706482,72.58416849351529,77.00617244189017,90.0
77.39825722751348,68.76471327936743,3.182217446217126,73.00439939433822,91.85080170759701,87.97463058963652,90.0
83.75605853489557,65.27924431667881,1.5022621872730593,61.739279272773786,86.82807745268919,81.29073737274072,90.0
76.48885470457449,65.52365872361027,3.6208369924621877,68.46939985856217,79.80413557919772,83.32907445870475,90.0
70.57736549412957,82.7035954703004,2.607774394906298,75.98456055838426,79.84302562120325,75.70966904499653,90.0
74.47522379982202,84.289093468486,2.378953071378516,83.0776418557906,84.94975499781697,84.10181644199912,90.0
74.39803393527062,68.12714499556563,0.7577868145346999,64.87451592065467,82.57262062847556,79.15609408677169,90.0
82.94005752362204,69.7136882181667,1.0939808301210068,60.78343144507789,81.43989481066626,74.96232670737301,90.0
90.57393626300868,78.90461123644059,1.77021243063612,71.00309190270288,89.48925034177789,86.0536230155686,90.0
76.28722884388027,68.18561436264001,1.8924511591630713,61.44327984101369,78.1992676948368,87.09694784763091,90.0
82.68790816253146,78.91186239833135,2.4758306084216892,74.9042192561357,78.32939285252303,90.05765111794364,90.0
81.31151017936531,70.48690636705014,1.6607093572232476,66.4302323450977,78.68330492181079,76.77216680382715,90.0
84.10426912439495,66.91432067835594,2.1359828440963375,75.98849595926418,90.31059984081224,77.33331292325214,90.0
75.09424841611731,76.16257809187842,1.3059565739325683,76.885239806267,81.92972833827544,73.51909389636295,90.0
87.00451521052176,68.56095263383476,1.884164603339386,71.33266234417913,88.24083144258393,84.28410945262826,90.0
90.78008676060381,70.53963956030306,2.2044116919926084,65.18119059473821,90.59662998976827,79.29336699364407,90.0
75.44977254474674,79.85810500539223,3.2256807591860523,63.372002429093236,88.933471586122,82.98107278993419,90.0
88.0356364567429,75.71212683708907,3.615576617672833,76.47845968160307,70.56205928363518,83.42005067915564,90.0
70.35520231691527,75.66349104562495,1.2903797275463265,83.03712445265786,91.84997949409785,71.5488880592966,90.0
82.45109410251325,68.66713963373296,2.338308066191663,63.05908789208225,79.3312655914052,85.97830187746688,90.0
74.38918753490259,80.79974700441034,2.5988153832714183,62.54745292192495,89.58189678719411,72.99861720919036,90.0
77.25768181730359,66.05622143050533,2.6442601776753403,63.353038667632525,71.85236944039131,74.36400349393195,90.0
81.56904148646666,72.12206293311523,1.9200560940515752,61.70865979871038,72.86230378532345,78.16194150139442,90.0
74.36467806203264,75.7441888131153,0.756006614478473,79.3446182786239,87.317287542885,78.8048714354229,90.0
71.1802793379812,67.59790049839924,1.5644367842513462,76.998966857911,80.6306621892535,70.73324028377115,90.0
78.6894107024255,84.82292088059855,1.9292465966887258,65.73485257096101,74.49660786938553,77.46174279090894,90.0
85.33802192524773,73.34893694604013,2.72892726274235,76.97815234555237,73.38469363644381,89.63717254693714,90.0
78.30902526328877,73.40255262409103,3.1222944957075907,81.32053713243349,90.16889964372864,78.46613947363937,90.0
74.88441477535946,65.18909415885096,1.798625745604815,82.59614783271647,90.47775109299813,92.60957594893853,90.0
91.480824575538,83.85331420564313,1.2628364827792797,61.462680961705956,83.62272285937115,83.70718926399603,90.0
75.00814111337351,74.09120580472893,2.257267589702642,60.723408023957276,82.530051135545,87.71443601587615,90.0
82.97301494491708,81.57020415480329,1.4977470782823843,68.5771363501542,75.09203902558966,81.84171416262572,90.0
77.4989697094639,75.9330174841014,2.4246500824944066,71.69075244965337,84.50012563789315,88.95234134878773,90.0
78.10752375536589,78.15231176631414,1.4895184801981318,75.91355334114522,77.36826573061062,86.01870641471932,90.0
82.90686049277906,69.2109955579969,2.3547648145428637,62.400424883403275,76.96562558321,75.51676105993782,90.0
86.04894269432522,70.08727574786846,1.768541643959039,71.53928373637959,74.90896060007324,73.60451947416351,90.0
87.57200089420742,84.82936506479498,1.5803481018767835,71.00387041147364,88.4234840639806,87.86575392647907,90.0
79.91552958578129,83.20542466470637,1.5916133963280732,75.46950232490579,91.17720771163053,75.90770253670696,90.0
82.39726696978272,70.16084171661129,2.5476650832816174,69.66177398854637,72.31696345840089,70.21724537849991,90.0
91.8908499305459,75.37837675539534,2.265223364784097,78.06907383857737,74.02536504517316,84.8983463693648,90.0
75.64483057508781,67.27003148752719,1.8788536596267433,79.43694464233991,86.0290557713119,82.21594115707853,90.0
81.62266111823278,67.82685872716701,2.700031088098685,71.1182684251588,75.62373650583528,88.35037559033515,90.0
78.30827798143348,75.24755216212101,1.4105322327866525,72.70705734749642,71.1966368032001,81.459778965244,90.0
85.22329140251851,73.17880290193067,0.8898774368533455,72.69058885680474,87.17437955253148,85.11089163630055,90.0
79.51318272550121,73.20354340821808,1.3395193102880802,66.23718634918558,90.89131635445973,79.10205079777282,90.0
81.17572359793888,73.48537137631202,1.4001043877867851,78.90372733704483,83.48766140759673,71.24245820678293,90.0
69.70049990870577,66.26181563491922,1.1718078852266944,80.0757525255892,77.25448519627048,80.49356611447882,90.0
76.96744798056184,78.85621944200614,3.57107522248062,73.8988749217456,87.16162851826093,73.04252436034871,90.0
